,Bassin_emploi,Compagny,Contrat,Date,Date_scrap,Location,Poste,Resume,Salary,_id
295,Ile-de-France,WEBCENTRIC,Stage,,"12/03/2019, 08:52:12",e,Dev,"CDILa société : Webcentric est une société en pleine expansion à taille humaine créée en 2002.Nous construisons des sites et applications sur mesure pour nos clients.Nous sommes une équipe de développeurs motivés et enthousiastes situés dans nos locaux parisiens situés dans le secteur Montorgueil - Chatelet - Les Halles.Description du poste : Au sein d’une petite équipe dev, vous participerez à l’évolution et au développement de nouvelles applications pour nos clients.Vous contribuerez à la maintenance et l’évolution d’une stack de plusieurs applications connectées.Nous cherchons des développeurs passionnés, curieux, qui aiment travailler en équipe.Environnement technique : PHP 7SymfonyAPI PlatformJavaScript, React, React NativeMySQL / MariaDBLinux, DockerAPI RESTRabbitMQGit / GitlabMéthodes Scrum / Code reviewsJIRA / ConfluenceProfil recherché : Passionné(e) d’informatique et de nouvelles technologies, vous avez une expérience d’au moins 3 ans sur un poste de développeur au sein d’un environnement Web Internet.Profil geek, vous gardez toujours un œil sur vos blogs techs préférés.Vous aimez apprendre et tester des nouvelles choses.Vous avez le sens de l’initiative et une approche orientée solution.Compétences techniques requises : Capacité à produire une feature dans son ensemble. De la modélisation jusqu’au livrable.Attentif et rigoureux sur la qualité et la performance de son code.De bonnes connaissances en PHP, Symfony, Doctrine, SQL et GIT.Les + :RabbitMQVarnishJenkinsELKAutres informations :CV en pdf et si possible des références type GitHub/Gitlab/CodePenDisponibilité/durée : dès que possible / CDIType d'emploi : Temps plein, CDIExpérience:développeur back-end php/symfony ou similaire: 3 ans (Souhaité)",,5c87652c62669d0f84099469
296,toulouse,Cooptalis,Stage,,"12/03/2019, 08:52:13",toulouse,Dev,"CDIDans un marché du travail qui se mondialise, où la pénurie de talents est un challenge permanent pour les entreprises, où les individus sont plus mobiles et attirés par une expérience d'expatriation, Cooptalis se positionne comme un intermédiaire privilégié en mobilité internationale.Pour nous, le talent n'a pas de frontière.
Vous êtes ingénieur informatique ? Vous rêvez d’une expérience internationale ? Recherchez votre emploi rêvé au-delà des frontières !
Vous bénéficierez d’un accompagnement de proximité dans votre projet de mobilité vers le Québec grâce à une équipe experte et dédiée basée en France et au Canada.

Missions

Pour des Entreprises de Services du Numérique (ESN) basées au Canada, Cooptalis recherche des Concepteurs-Développeurs C# /.Net (H/F).
En tant que Concepteur-Développeur vos missions seront les suivantes :

Recueillir et analyser le besoin,
Rédiger les spécifications fonctionnelles et techniques,
Concevoir et réaliser les développements,
Gérer les différentes phases de tests et recette,
Maintenir les environnements de développement et d'intégration,
Rédiger et gérer des livrables,
Maintenir les applications et suivre les évolutions.

Cette description prend en compte les principales responsabilités ; elle est variable selon les projets et n’est pas limitative

Profil

Votre projet d’expatriation au Canada est réfléchi et/ou avancé.
De formation Bac +2, vous avez une expérience de 3 années minimum au cours de laquelle vous avez acquis la maîtrise de tout ou partie des domaines techniques suivants :

C#, .NET, WinForms, WPF, WCF, TFS
Bases de données : MySQL, Oracle, SQL Server, PostGreSQL
Architecture logicielle : MVVM, MVC, 3 tiers, SOA.
Méthodologie : Agile (SCRUM)

Passionné(e) et force de proposition, vous êtes reconnu(e) pour votre capacité à évoluer au sein d'une équipe et autour de projets communs. Déterminé(e), vous avez une forte capacité d’adaptation et vous êtes capable de vous intégrer très rapidement dans un nouvel environnement.

Langues : Français courant, Anglais professionnel",,5c87652d62669d0f8409946a
297,lyon,Enterprise System Partners Limited,CDI,10/02/2019,"12/03/2019, 08:52:13",lyon,Data Engineer,,,5c87652d62669d0f8409946b
298,Ile-de-France,Kidz Global,CDI,10/02/2019,"12/03/2019, 08:52:13",cully,Data Analyst,,,5c87652d62669d0f8409946c
299,Ile-de-France,NEURALYTICS.AI,CDI,10/02/2019,"12/03/2019, 08:52:13",e,Data Scientist,,,5c87652d62669d0f8409946d
300,nantes,Nautilux,CDI,,"12/03/2019, 08:52:13",nantes,Dev,"25 000 € - 34 000 € par anCDIVotre mission sera :Prioriser les demandesComprendre le besoin client afin de pouvoir proposer des solutions alternativesAvoir la curiosité et l'implication pour faire évoluer les outils existants (En python notamment)Intervention sur l'architecture, la sécurité, les services et son réseau.Vous êtes en charge du suivi et de la résolution des incidents de Niveau 2/3 sur l'ensemble des problématiques applicatifs et serveurs. Vous collaborez avec les développeurs pour assurer la meilleure qualité de service possible.Compétences techniques priorisées : Administration système LinuxContact client (y compris non technique)Manipulation et lecture de logsPostfixPythonCompétences techniques appréciées : AnsibleLDAP, postfix, spamassassin, SQL, NginxNotions en Java serait un plus, etc...Type d'emploi : CDISalaire : 25 000,00€ à 34 000,00€ /anExpérience:linux: 1 an (Requis)",29500.0,5c87652d62669d0f8409946e
301,Ile-de-France,ACTA,CDI,10/03/2019,"12/03/2019, 08:52:13",limonest,Dev,,,5c87652d62669d0f8409946f
302,lyon,Atos,CDI,10/02/2019,"12/03/2019, 08:52:14",lyon,Data Engineer,,,5c87652e62669d0f84099470
303,lyon,TEREVA,CDI,10/02/2019,"12/03/2019, 08:52:14",lyon,Dev,,,5c87652e62669d0f84099471
304,lyon,Arc en ciel d'intérieur SAS,CDI,11/03/2019,"12/03/2019, 08:52:14",lyon,Dev,,,5c87652e62669d0f84099472
305,Ile-de-France,ABSYSS,Stage,,"12/03/2019, 08:52:14",Hauts-de-Seine 92,Dev,"38 000 € - 42 000 € par anCDILe Poste et ses attributions : Développeur Logiciels, sous la responsabilité du Directeur Technique vous maintenez, développez et faites évoluer les applications informatiques dans le cadre d’un planning, avec le souci de qualité de fiabilité des résultats de sécurité des informations et de respect des délais.Au sein de notre équipe de développeurs, vous concevez, réalisez et maintenez nos solutions Logiciels.Votre profil : Vous bénéficiez d’une formation technique (Bac+2 à Bac+5) et vous avez acquis une solide expérience dans le développement logiciel.Vous justifiez d'une expérience de 2 à 5 ans minimum, en programmation d'interfaces Java en environnement TCP/IP. Vous avez une bonne connaissance des logiciels d’administration systèmes et réseaux. La connaissance de HTML5 ou du langage C est un plus.Vous maîtrisez l’anglais technique, vous êtes méthodique et organisé.Notre Entreprise : Depuis 30 ans, Absyss édite des solutions logicielles dans le domaine de l'industrialisation, l'automatisation et le monitoring des opérations informatiques.Absyss collabore avec de grandes entreprises issues du CAC 40 et des entreprises du mid-market, françaises et internationales, présentes dans tous les secteurs d’activités : retail, banque, assurance, informatique, secteur public, télécoms, santé, logistique, médias. Au total, ses clients représentent 8000 sites en opérations dans le monde.Depuis + de 20 ans, Absyss développe des partenariats forts avec les principaux acteurs de services numériques afin de délivrer à ses clients, en France et à l’international, des solutions à valeur ajoutée, adaptées aux nouvelles exigences de pilotage de performance et de gouvernance informatique. Parmi ses partenaires, Absyss compte Atos, BT, Capgemini, IBM, OBS, Sogeti, Sopra Steria, Thalès…Nous recherchons et valorisons chez nos collaborateurs les qualités d’écoute, de créativité, d’autonomie, d’adaptation, de réactivité et de pro-activité.Nous misons sur la diversité des expériences et des profils.Type d'emploi : CDISalaire : 38 000,00€ à 42 000,00€ /anExpérience:programmation d'interfaces Java: 2 ans (Requis)Formation:Bac +2 (BTS, DUT, DEUG) (Requis)",40000.0,5c87652e62669d0f84099473
306,lyon,MALT,CDI,06/03/2019,"12/03/2019, 08:52:14",lyon,Data Scientist,,,5c87652e62669d0f84099474
307,toulouse,Cooptalis,Stage,,"12/03/2019, 08:52:14",toulouse,Dev,"CDIDans un marché du travail qui se mondialise, où la pénurie de talents est un challenge permanent pour les entreprises, où les individus sont plus mobiles et attirés par une expérience d'expatriation, Cooptalis se positionne comme un intermédiaire privilégié en mobilité internationale. Pour nous, le talent n'a pas de frontière. Cooptalis donne vie aux projets de mobilité internationale en réunissant candidats et entreprises partout à travers le monde. Vous avez un projet d'expatriation ? Cooptalis peut vous accompagner !Cooptalis recherche des Concepteurs-Développeurs Front-End (H/F) pour des Entreprises de Services du Numérique (ESN) en France.

Vos missions :
Vous évoluerez au sein d’équipes au savoir-faire reconnu dans une entreprise dynamique. Au contact direct des utilisateurs et grands donneurs d'ordres de vos clients, vous serez positionné(e) sur des sujets technologiques innovants et à forte valeur ajoutée.Vos missions seront les suivantes :
➢ Recueillir et analyser le besoin
➢ Rédiger les spécifications fonctionnelles et techniques
➢ Concevoir et réaliser les développements
➢ Gérer les différentes phases de tests et recette
➢ Maintenir les environnements de développement et d'intégration
➢ Rédiger et gérer des livrables
➢ Maintenir les applications et suivre les évolutions.

Cette description prend en compte les principales responsabilités ; elle est variable selon les projets et n’est pas limitative.

Votre profil :
Vous avez une formation technique d’un niveau Bac +5 (école d’ingénieur ou cursus universitaire) et disposez d’une expérience significative d'au moins 2 ans au cours de laquelle vous avez acquis la maîtrise de tout ou partie des domaines techniques suivants :

Javascript, AngularJS/2/4, NodeJs, ReactJs, VueJs
HTML5, CSS3, SEO, Bootstrap, Ajax
ORACLE, MySQL, Postgre, NoSQL
Agile (SCRUM)

Passionné(e), vous aimez prendre des initiatives et vous êtes reconnu(e) pour votre capacité à évoluer au sein d'une équipe et autour de projets communs. Dôté(e) d’une détermination à toute épreuve, votre capacité d’adaptation vous permettra une intégration rapide dans un nouvel environnement.Langues : Français courant, Anglais technique",,5c87652e62669d0f84099475
308,Ile-de-France,Addefi,CDI,09/03/2019,"12/03/2019, 08:52:14",e,Dev,,19200,5c87652e62669d0f84099476
309,lyon,Dappsnation,CDI,05/03/2019,"12/03/2019, 08:52:14",lyon,Dev,,,5c87652e62669d0f84099477
310,bordeaux,JALIS,Stage,,"12/03/2019, 08:52:15",bordeaux,Dev,"35 000 € - 55 000 € par anCDIMissions et responsabilitésSoucieux de nos collaborateurs, nous améliorons sans cesse ergonomie et environnement de travail, en mettant à votre disposition les outils adéquats, et au travers de pratiques managériales efficaces.Secteur d'activitéJALIS, N°1 de la visibilité sur Internet depuis 2002 Google Partner et détenteur de 4 brevets déposés.Des outils, des méthodes, des références, des formations, un environnement de qualité.Un réseau important de clients partenaires et une équipe animée par la performance, la réussite professionnelle et le plaisir à travailler ensemble.Expérience, formation et compétences souhaitéesVous avez une expérience réussie (minimum 3 ans) dans la vente de services auprès des entreprises dans l'univers du web ou des nouvelles technologies.Vous avez un tempérament de développeur et chasseur.Vous connaissez parfaitement le tissu économique de la région BordelaiseVous avez toujours apporté de la valeur ajoutée à vos clients , vous les suivez et entretenez avec eux une relation durable de confiance et de services.Vous êtes prêt à relever de nouveaux challenges.Vous êtes à l'aise pour travailler en équipe dans un contexte structuré et structurant.Vous êtes à l'aise dans la prospection directe et téléphonique et elle ne vous rebute pas.Vous aurez la responsabilité du développement de la marque principalement sur le secteur de Bordeaux et sa région.Vous êtes idéalement basé sur cette zoneUtilisation du CRM Sale Force appréciéLe packageOrdinateur portable, smart phone, véhicule de fonction + carte carburant, mutuelle, carte restaurant, prévoyance et participation d'entreprise contrat CDIPrésentation de l’entrepriseBienvenue @ Jalis ! Si vous le voulez vraiment, venez vous créer ce poste avec nous...Depuis 2002, nous avons été rejoints par des Personnalités et des talents dont les compétences s'épanouissent.Ensemble, nous aidons ainsi nos Clients à développer leur Capital et leur patrimoine Digital® grâce à des outils uniques et brevetés.Mués par une stratégie visionnaire sur un marché à forte croissance, nous faisons de l'innovation un pôle majeur.Soucieux de nos Collaborateurs, nous améliorons sans cesse ergonomie et environnement de travail, en mettant à votre disposition les outils adéquats, et au travers de pratiques managériales efficaces.Type d'emploi : Temps plein, CDISalaire : 35 000,00€ à 55 000,00€ /anExpérience:développement commercial: 3 ans (Requis)",45000.0,5c87652f62669d0f84099478
311,Ile-de-France,Berger-Levrault,Stage,,"12/03/2019, 08:52:15",h,Data Analyst,"CDIÉditeur de solutions d'information et de gestion multicanal, Berger-Levrault invente et développe des solutions pour accompagner les acteurs publics et privés à répondre aux exigences croissantes de performance dans leurs métiers et les citoyens dans leur vie quotidienne.


Avec 1 700 collaborateurs présents en France et à l'international, Berger-Levrault bénéficie de la confiance de plus de 51 000 clients et contribue à la mise en place de l'e-administration et de services innovants pour les usages publics.


Rejoignez-nous afin d'accompagner la stratégie de développement de Berger-Levrault !
Référence
2019-109
Catégorie de l'offre
Standard
Description du poste
Intitulé du poste
Analyste tests et validation H/F
Contrat
CDI
Description de la mission
Au sein de l’activité développement logiciel de nos gammes de gestion (Solutions RH eSedit), nous recrutons un(e) Analyste Test et Validation confirmé(e).
Dans un contexte de maintenance agile et en étroite collaboration avec les développeurs, vous testez les évolutions/corrections au fur et à mesure qu’elles sont développées. La satisfaction client étant au centre de vos préoccupations, vous veillez à l’amélioration continue de la couverture de test automatique. En phase de diffusion, vous aidez à l’organisation des tests de non régression et participez à la libération des livrables.
Dans le cadre de vos missions, vous serez amené(e) à :
Rédiger des scénarii de recette métier
Rédiger et participer à l’exécution des scenarii de non régression
Gérer les environnements de données nécessaires aux recettes
Profil requis
De formation Bac +2 en informatique de gestion ou équivalent, vous avez une bonne maîtrise des techniques de test. Vous avez des connaissances approfondies dans le domaine de la gestion des ressources humaines (Gestion de la paie (calcul de Paie, mandatement, déclarations sociales : N4DS, DSN, …), GPEC (postes, évaluation, formation…) , Gestion des carrières (avancement de grade, échelon, …), Gestion des absences (cycle de travail, congés, maladie, IJSS, CET,… ), Statut FPT). La pratique de SQL serait un plus.
Vous êtes rigoureux (se) organisé(e), autonome et curieux (se). Vous disposez de réelles qualités relationnelles et d’un esprit d’équipe prononcé. Vous avez le sens de l’initiative, ainsi qu’une bonne aisance rédactionnelle.
Berger Levrault offre un environnement de travail dynamique et innovant, permettant notamment le télétravail.

Critères candidat
Niveau d'études min. requis
2- BTS DUT
Niveau d'expérience min. requis
Inférieur à 2 ans
Localisation du poste
Localisation du poste
France, Occitanie, Hérault (34)
Lieu
Pérols",,5c87652f62669d0f84099479
312,Ile-de-France,soft.computing,Stage,,"12/03/2019, 08:52:16",paris,Data Engineer,"CDISoft Computing est leader de la data et du digital appliqués au marketing et à l’expérience client.

Avec plus de 400 experts, nous intervenons auprès de 200 clients, majoritairement des grandes entreprises du retail, de la finance et des services, et réalisons 46 M€ de CA, dont 20% à l’international.
Dans le cadre du développement de notre BU Data & Analytics Platform (cadrage fonctionnel et technique, définition de use-cases, stratégie des moyens, accompagnement du changement, mise en œuvre, maintenance et commercialisation de solutions), nous recherchons un(e) Data Engineer.
En tant que Data Engineer vous :

Délivrez des projets Data Lake / Big Data (ingestion de sources, Pipeline de traitements de données, modélisation, tests, déploiements) dans un contexte de plus en plus DevOps,
Comprenez les besoins des équipes digitales, principalement associés aux projets Data Science et leurs technologies / outils (Jupyter, Zeppelin, R, Python, Pandas, …),
Etes capable de faire le lien avec les contraintes techniques (IT, sécurité, accès, outils) d’une DSI,
Assurez la veille technologique sur les composants d’une plateforme Datalake,
Maintenez les environnements techniques et partagez vos connaissances (capitalisation, séminaires, formations, KM en ligne),
Rédigez des documents projets (design, réalisation, déploiement, …),
Gérez l’évolution des solutions proposées, et possiblement en assurer la TMA.
H / F de formation Bac + 4/5 en informatique, vous avez impérativement une première expérience d’un projet de type Datalake en environnement HDFS.

Vous possédez de bonnes compétences en Unix, Java, Spark ainsi que sur les problématiques d’intégration (fichiers, messages, data) avec la connaissance d’au moins une plateforme Big Data Cloudera, Hortonworks (administration, configuration, monitoring, débogage, mise en œuvre).

Vous connaissez les technologies Hadoop/HDFS, Hive, Python et le requêtage de données (Impala, Hive, …).

Votre expérience dans le traitement de flux en streaming (KafKa) est un plus.

Votre niveau d’Anglais est opérationnel.
Choisissez…
Notre expertise reconnue dans le domaine du décisionnel et du Big Data depuis 30 ans, un cadre méthodologique et une organisation des compétences animée constamment dans un souci d’expertise,

Nos projets innovants et nos missions de conseil en cours de réalisation ou réalisés autour des solutions BI, Big Data et DMP,

Notre diversité de projets et de clients (SNCF, Groupe BPCE, Fnac, La Banque Postale…),

Notre management de proximité et notre souci de développement des compétences.",,5c87653062669d0f8409947a
313,Ile-de-France,Lekcie,CDI,11/03/2019,"12/03/2019, 08:52:16",paris,Dev,,,5c87653062669d0f8409947b
314,Ile-de-France,Ubisoft,CDI,10/02/2019,"12/03/2019, 08:52:16",Seine-Saint-Denis 93,Data Engineer,,,5c87653062669d0f8409947c
315,Ile-de-France,REAL CONSULTING DATA,CDI,10/02/2019,"12/03/2019, 08:52:16",Hauts-de-Seine 92,Dev,,,5c87653062669d0f8409947d
316,Ile-de-France,Maisons du Monde,CDI,05/03/2019,"12/03/2019, 08:52:16",paris,Data Analyst,,,5c87653062669d0f8409947e
317,Ile-de-France,OPPCHAIN PARIS,CDI,10/02/2019,"12/03/2019, 08:52:16",e,Data Analyst,,,5c87653062669d0f8409947f
318,nantes,Sopra Steria,CDI,11/03/2019,"12/03/2019, 08:52:16",nantes,Data Engineer,"CDISopra Steria, fort de près de 42 000 collaborateurs dans plus de 20 pays, propose l'un des portefeuilles d'offres les plus complets du marché : conseil, intégration de systèmes, édition de solutions métier, infrastructure management et business process services.
En forte croissance, le Groupe accueillera 3 100 talents en 2018 en France pour participer à ses projets d'envergure sur l'ensemble de ses métiers.
Vous aussi, rejoignez-nous et participez au monde numérique de demain !
Les agences de Nantes accompagnent des clients grands comptes sur des projets d'envergure dans les domaines du Secteur Public, de la Banque, de la Santé, de la Défense, de l'Energie et du Transport. Premier recruteur du numérique dans la région, Sopra Steria intervient sur des projets en Conseil, Intégration de Systèmes, Big Data, Mobilité et Nouvelles Technologies.
Vous êtes en recherche d'une nouvelle aventure dans un environnement de travail stimulant ? Les technologies Microsoft n'ont plus de secret pour vous ? Alors venez exprimer vostalents chez nous !

Votre environnement de travail

Vous intégrez une équipe (Développeurs, Business Analyst, Leader Technique) sous la supervision d'un Chef de projet vous interviendrez sur l'ensemble des phases de réalisation du projet.

Vous serez en charge de :

La rédaction des spécifications fonctionnelles détaillées et des spécifications techniquesLa participation, avec les architectes, au design et à la conception des solutions à livrerLe prototypage et le développement des applicatifs (C#, WPF ou ASP.NET, Visual Studio)La réalisation des tests unitaires, fonctionnelles et d'intégrationL'accompagnement client dans le traitement des anomalies et des optimisations du projet
Ce que vous pouvez attendre de nous !
Un contexte dans lequel vous révélerez votre potentiel !Une montée en compétences et une évolution de carrière dont vous êtes le principal acteurUn environnement de travail dynamique et enrichissantUne volonté de se tourner vers l'avenir et de toujours plus innover avec vous
Proactif(ve), vous aimez participer à la vie des projets, partager vos connaissances et en acquérir davantage.

Diplômé(e) d'un BAC+5 en informatique, vous possédez une première expérience dans le développement et connaissez l'une ou plusieurs de ces technologies : C#, Net 4.5, C#, SOA, WPF, XAML, Entity Framework, Linq, TSQL ? Le Java J2EE, PHP et Oracle font également partie de vos intérêts.

A compétences égales, tous nos postes sont ouverts aux personnes en situation de handicap.",,5c87653062669d0f84099480
319,montpellier,Cooptalis,Stage,,"12/03/2019, 08:52:16",montpellier,Dev,"CDIDans un marché du travail qui se mondialise, où la pénurie de talents est un challenge permanent pour les entreprises, où les individus sont plus mobiles et attirés par une expérience d'expatriation, Cooptalis se positionne comme un intermédiaire privilégié en mobilité internationale. Pour nous, le talent n'a pas de frontière. Cooptalis donne vie aux projets de mobilité internationale en réunissant candidats et entreprises partout à travers le monde. Vous avez un projet d'expatriation ? Cooptalis peut vous accompagner !Cooptalis recherche des Concepteurs-Développeurs Front-End (H/F) pour des Entreprises de Services du Numérique (ESN) en France.

Vos missions :
Vous évoluerez au sein d’équipes au savoir-faire reconnu dans une entreprise dynamique. Au contact direct des utilisateurs et grands donneurs d'ordres de vos clients, vous serez positionné(e) sur des sujets technologiques innovants et à forte valeur ajoutée.Vos missions seront les suivantes :
➢ Recueillir et analyser le besoin
➢ Rédiger les spécifications fonctionnelles et techniques
➢ Concevoir et réaliser les développements
➢ Gérer les différentes phases de tests et recette
➢ Maintenir les environnements de développement et d'intégration
➢ Rédiger et gérer des livrables
➢ Maintenir les applications et suivre les évolutions.

Cette description prend en compte les principales responsabilités ; elle est variable selon les projets et n’est pas limitative.

Votre profil :
Vous avez une formation technique d’un niveau Bac +5 (école d’ingénieur ou cursus universitaire) et disposez d’une expérience significative d'au moins 2 ans au cours de laquelle vous avez acquis la maîtrise de tout ou partie des domaines techniques suivants :

Javascript, AngularJS/2/4, NodeJs, ReactJs, VueJs
HTML5, CSS3, SEO, Bootstrap, Ajax
ORACLE, MySQL, Postgre, NoSQL
Agile (SCRUM)

Passionné(e), vous aimez prendre des initiatives et vous êtes reconnu(e) pour votre capacité à évoluer au sein d'une équipe et autour de projets communs. Dôté(e) d’une détermination à toute épreuve, votre capacité d’adaptation vous permettra une intégration rapide dans un nouvel environnement.Langues : Français courant, Anglais technique",,5c87653062669d0f84099481
320,Ile-de-France,Advise,CDI,07/03/2019,"12/03/2019, 08:52:17",e,Data Engineer,,,5c87653162669d0f84099482
321,Ile-de-France,Newdis France,CDI,10/02/2019,"12/03/2019, 08:52:17",e,Data Analyst,,,5c87653162669d0f84099483
322,Ile-de-France,L'AgenceRP,CDI,11/03/2019,"12/03/2019, 08:52:17",paris,Data Analyst,,,5c87653162669d0f84099484
323,Ile-de-France,Kayrros,CDI,10/02/2019,"12/03/2019, 08:52:17",paris,Data Analyst,,20400,5c87653162669d0f84099485
324,Ile-de-France,L'AgenceRP,CDI,08/03/2019,"12/03/2019, 08:52:17",paris,Data Scientist,,,5c87653162669d0f84099486
325,lyon,OBIZ CONCEPT,CDI,,"12/03/2019, 08:52:17",lyon,Dev,"2 300 € - 2 800 € par moisCDIVous êtes chargé de développer et de gérer votre portefeuille de partenaires constitué de grandes enseignes dans le domaine du loisirs, du sport, de la vie quotidienne, du shopping...Vous négociez l'entrée dans notre réseau de ces futurs partenaires en leur présentant notre modèle économique innovant et s'inscrivant dans une démarche RSE forte. Tout au long du partenariat, vous veillez à instaurer une relation durable et de qualité, en optimisant le visibilité de la marque et le parcours utilisateur.Votre tempérament commercial rigoureux, et votre expérience en négociation auprès de ces marques, vous permettront de contribuer activement à la réussite de l'équipe Partenariats tout en s'inscrivant dans les valeurs de l'entreprise (Qualité, service, réactivité, esprit d'équipe) et dans un environnement digital.Vous faites preuve d'une bonne qualité rédactionnelle, d'organisation et d'une sensibilité naturelle à la satisfaction du client. De nature enthousiaste, vous appréciez le travail en équipe et êtes à l'aise avec les outils digitaux en général.Type d'emploi : CDISalaire : 2 300,00€ à 2 800,00€ /moisExpérience:negociation auprès de grandes marques ou enseignes: 2 ans (Requis)Formation:Bac +3 (Licence / Bachelor) (Souhaité)Lieu:Lyon (69) (Requis)",30600.0,5c87653162669d0f84099487
326,nantes,JES,Stage,,"12/03/2019, 08:52:18",nantes,Dev,"45 000 € - 55 000 € par anCDIJES est un Éditeur/Intégrateur de solutions informatiques incluant des fonctionnalités digitales innovantes: encaissement, gestion des badges, gestion de stock, rechargement via internet, réservation, affichage dynamique, …. Nos solutions logicielles sont entièrement développées en interne.JES maintient année après année son positionnement de leader depuis plus de 40 ans. Afin de conserver cette place et soutenir sa croissance, nous recrutons de nouveaux talents dont un(e) Commercial Grands Comptes.Rattaché(e) à notre siège social de Saint-Herblain, vous assurez la prospection et le développement de nouveaux clients sur le territoire national (via recommandations, partenaires, réseaux sociaux, évènements, networking…) auprès d’une clientèle « Grands comptes ».A ce titre, vous aurez en charge :La détection des besoins spécifiques des Grands Comptes en vous appuyant sur une bonne connaissance des caractéristiques techniques des produits et services de l’entreprise afin de permettre leur intégration dans la stratégie de développement de la SociétéL’anticipation et la réponse aux appels d’offres, publics comme privés afin d’élaborer les propositions commerciales documentées et adaptées, tant sur le fond que sur la forme, aux besoins du client.L’accompagnement des déploiements d’installations vendues, ainsi que la formation des utilisateurs finaux, notamment dans le cadre d’opérations d’envergure.L’exploitation du fichier clientèle pour ainsi contribuer aux actions de qualification menées par le secrétariat commercial, de mettre à jour la base à chaque action menée ou à chaque information nouvelle obtenue et d’informer la Direction Commarciale à laquelle il soumet des propositions d’évolution de la stratégie en fonction des résultats des analyses menées.De plus, vous êtes le garant de la relation client jusqu’à la mise en service des équipements avec le bénéfice d’un outil CRM performant.En parallèle, vous travaillez en étroite collaboration avec les autres services du Groupe afin d’assurer la meilleure qualité de service auprès de nos clients et ainsi garantir la rentabilité des interventions des équipes techniques.Véritable développeur (euse) commercial(e), vous avez l’esprit de conquête et savez travailler sur des cycles de vente long. Vous justifiez d’une ou plusieurs expériences significatives dans la vente de services BtoB idéalement auprès de grands comptes.Votre rigueur, votre curiosité, vos capacités à proposer et à convaincre sont autant d’atouts pour réussir dans cette fonction.Vous savez vous adressez à des interlocuteurs de haut de niveau afin de les conseiller pour comprendre au mieux leurs enjeux. Vous souhaitez vous engager dans une aventure humaine afin de créer avec nous les contours de notre société.Travailler au sein de JES vous permettra d'intégrer un groupe français dynamique, toujours à la pointe de la technologie, avec une dimension humaine (150 collaborateurs) et doté de belles perspectives que nous souhaitons partager avec vous.Type d'emploi : Temps plein, CDISalaire : 45 000,00€ à 55 000,00€ /anExpérience:commercial grands comptes.h/f ou similaire: 3 ans (Requis)",50000.0,5c87653262669d0f84099488
327,Ile-de-France,Sodicam² - Groupe Renault,CDI,,"12/03/2019, 08:52:18",Hauts-de-Seine 92,Data Scientist,"38 000 € - 43 000 € par anCDIMissions et responsabilitésRattaché(e) directement au Chef de Pôle Performance Commerciale & Réseau Europe vous êtes en charges des responsabilités suivantes :La fiabilisation et la préparation des données servant aux analysesLa conduite des analyses statistiques permettant de répondre aux besoins métiers (segmentations, scores, analyses de connaissance client)La restitution aux métiers des analyses et vulgarisationLa génération d’algorithmes de machine learningSecteur d'activitéAu sein de la Direction Après-Vente Europe, vous contribuez activement à la définition et à la mise en œuvre de la stratégie data sur l’ensemble du périmètre Après-Vente.Garant(e) de la pertinence de l'information apportée, de sa communication, sa vulgarisation et son appropriation par les différents publics de l'entreprise, vous faites de la data un levier stratégique au service de l’expérience client et du développement du businessExpérience, formation et compétences souhaitéesAgile et leader dans l’âme, vous maîtrisez le « parler-client ». Organisé(e) et synthétique, vous travaillez de façon transversale. Votre niveau d’anglais représente un minimum de 750 au TOEIC.Vous êtes issue d’une formation supérieure Bac +5 avec une spécialisation en Data Science/Machine Learning et avez développé depuis 3 ans les compétences techniques suivantes :Méthodes de Machine Learning : méthodes supervisées/non supervisées (Clustering, Random Forest, Gradient Boosting...)Langage de manipulation de données : R ou PythonConnaissance des outils de reporting comme Tableau Software et, des techniques d’analyse (corrélation, segmentation, scoring) et statistique descriptivePrésentation de l’entrepriseSodicam² - Groupe Renault, filiale détenue à 100 % par le Groupe Renault depuis 1999, est en charge de la commercialisation et de l’animation de pièces et accessoires automobiles auprès d’une clientèle de professionnels. Notre entreprise c’est avant tout une équipe de 500 Sodicamiens partageant une culture et des valeurs d’entreprise fortes. En plus d'offrir un environnement de travail stimulant, nous proposons des parcours de carrières passionnants.Vous êtes attentif(ve) aux besoins de vos clients, stimulé(e) par le travail collaboratif ? Vous souhaitez partager vos idées, agir et apprendre en même temps dans une équipe conviviale ? Rejoignez Sodicam².Type d'emploi : CDISalaire : 38 000,00€ à 43 000,00€ /anExpérience:Data Science: 5 ans (Requis)Formation:Bac +5 (Master / MBA) (Requis)Langue:anglais (Requis)",40500.0,5c87653262669d0f84099489
